Time,Yaw Rate,Yaw Angular Acceleration,Yaw Acceleration X,Yaw Acceleration Y
0.408025,0.12,4.0,-0.7411278420000001,-0.21621436200000005
0.413015,0.13,2.875,-0.7411278420000001,-0.223713126
0.418025,0.135,1.75,-0.7373784600000002,-0.23246168400000003
0.423025,0.145,1.125,-0.73112949,-0.24121024200000002
0.428025,0.15,1.125,-0.728629902,-0.24870900600000004
0.43302,0.16,1.75,-0.7273801080000001,-0.25120859400000006
0.438025,0.17,2.25,-0.723630726,-0.247459212
0.44302,0.185,2.25,-0.719881344,-0.23746086000000002
0.448025,0.195,2.25,-0.7123825800000001,-0.222463332
0.45303,0.2,1.75,-0.703634022,-0.20621601000000003
0.458025,0.2,0.625,-0.6961352580000001,-0.19121848200000002
0.46302,0.19,-1.125,-0.6911360820000001,-0.177470748
0.46803,0.17500000000000002,-2.25,-0.6898862880000001,-0.17122177800000002
0.47302,0.17,-1.75,-0.6898862880000001,-0.167472396
0.478025,0.17,-0.625,-0.6923858760000001,-0.167472396
0.48303,0.185,1.125,-0.698634846,-0.167472396
0.488025,0.195,2.25,-0.7061336100000001,-0.167472396
0.49302,0.195,1.125,-0.713632374,-0.167472396
0.498025,0.19,-0.625,-0.7173817560000001,-0.167472396
0.50302,0.17,-2.25,-0.7211311380000001,-0.16872219000000002
0.50803,0.155,-3.375,-0.719881344,-0.17247157200000002
0.51303,0.145,-2.875,-0.713632374,-0.176220954
0.518025,0.13,-2.25,-0.708633198,-0.182469924
0.523025,0.115,-2.875,-0.704883816,-0.18996868800000002
0.528025,0.11,-2.25,-0.703634022,-0.19871724600000001
0.53302,0.105,-1.125,-0.703634022,-0.20871559800000003
0.53803,0.095,-1.125,-0.703634022,-0.21871395000000005
0.54303,0.095,-0.625,-0.6998846400000001,-0.229962096
0.54803,0.095,0.0,-0.6923858760000001,-0.23746086000000002
0.55302,0.095,0.0,-0.6811377300000001,-0.23996044800000002
0.558025,0.09,-0.625,-0.666140202,-0.23996044800000002
0.563025,0.09,-0.625,-0.654892056,-0.23871065400000002
0.568025,0.105,1.125,-0.64989288,-0.23496127200000003
0.57303,0.12,2.875,-0.65614185,-0.23496127200000003
0.57803,0.145,4.0,-0.671139378,-0.23496127200000003
0.58302,0.16,4.0,-0.6911360820000001,-0.23371147800000003
0.58803,0.17500000000000002,3.375,-0.7111327860000001,-0.23246168400000003
0.59302,0.19,2.875,-0.728629902,-0.23121189
0.598025,0.2,2.25,-0.7411278420000001,-0.23121189
0.60303,0.21,2.25,-0.7498764000000001,-0.23246168400000003
0.60803,0.21,1.125,-0.7498764000000001,-0.23371147800000003
0.613025,0.195,-1.75,-0.7448772240000001,-0.229962096
0.61803,0.17,-4.0,-0.733629078,-0.223713126
0.623025,0.135,-5.75,-0.719881344,-0.21246498000000003
0.62803,0.11,-6.25,-0.7073834040000001,-0.20121683400000004
0.63303,0.09,-4.625,-0.6998846400000001,-0.19121848200000002
0.63803,0.085,-2.25,-0.6961352580000001,-0.18496951200000003
0.64302,0.085,-0.625,-0.6973850520000001,-0.182469924
0.648025,0.085,0.0,-0.698634846,-0.183719718
0.65302,0.085,0.0,-0.6998846400000001,-0.18746910000000003
0.65804,0.085,0.0,-0.7023842280000001,-0.18996868800000002
0.66303,0.09,0.625,-0.7023842280000001,-0.19121848200000002
0.66803,0.105,1.75,-0.7023842280000001,-0.19246827600000002
0.673025,0.125,3.375,-0.703634022,-0.19371807000000002
0.67803,0.155,5.125,-0.7061336100000001,-0.19746745200000002
0.683025,0.19,6.25,-0.708633198,-0.20496621600000003
0.68803,0.215,6.25,-0.7111327860000001,-0.21621436200000005
0.693035,0.23500000000000001,4.625,-0.7111327860000001,-0.229962096
0.69803,0.24,2.25,-0.7111327860000001,-0.24246003600000002
0.703025,0.23,-0.625,-0.7123825800000001,-0.25495797600000003
0.70803,0.2,-4.0,-0.7123825800000001,-0.26245674
0.713025,0.165,-6.25,-0.7123825800000001,-0.26620612200000004
0.71803,0.125,-7.375,-0.7111327860000001,-0.267455916
0.723035,0.09,-7.375,-0.7111327860000001,-0.264956328
0.72803,0.065,-6.25,-0.708633198,-0.257457564
0.73303,0.04,-5.125,-0.708633198,-0.247459212
0.73803,0.025,-4.0,-0.708633198,-0.23496127200000003
0.74302,0.01,-2.875,-0.7111327860000001,-0.22496292
0.74803,0.005,-1.75,-0.713632374,-0.214964568
0.753035,0.0,-1.125,-0.7173817560000001,-0.20871559800000003
0.75803,0.0,-0.625,-0.7223809320000001,-0.20621601000000003
0.763025,0.005,0.625,-0.7273801080000001,-0.20246662800000004
0.76803,0.005,0.625,-0.728629902,-0.20246662800000004
0.773025,0.01,0.625,-0.728629902,-0.20121683400000004
0.778035,0.025,1.75,-0.723630726,-0.19871724600000001
0.783035,0.05,4.0,-0.719881344,-0.19621765800000002
0.788035,0.085,6.25,-0.713632374,-0.19246827600000002
0.793025,0.13,8.0,-0.708633198,-0.18996868800000002
0.79805,0.165,8.0,-0.7061336100000001,-0.18496951200000003
0.803025,0.19,5.75,-0.7073834040000001,-0.18122013
0.80803,0.2,3.375,-0.708633198,-0.176220954
0.813035,0.195,0.625,-0.7123825800000001,-0.17497116000000001
0.81803,0.19,-1.125,-0.7161319620000001,-0.177470748
0.823025,0.17500000000000002,-1.75,-0.719881344,-0.18496951200000003
0.828035,0.16,-2.875,-0.723630726,-0.19371807000000002
0.833025,0.15,-2.875,-0.728629902,-0.20246662800000004
0.83803,0.15,-1.125,-0.729879696,-0.21246498000000003
0.843035,0.16,1.125,-0.729879696,-0.21871395000000005
0.848035,0.17500000000000002,2.875,-0.728629902,-0.222463332
0.85303,0.195,3.375,-0.728629902,-0.22496292
0.85803,0.21,3.375,-0.728629902,-0.223713126
0.86303,0.215,2.25,-0.728629902,-0.222463332
0.86815,0.215,0.625,-0.7273801080000001,-0.22121353800000002
0.873035,0.215,0.0,-0.7223809320000001,-0.22121353800000002
0.87803,0.225,0.625,-0.7173817560000001,-0.223713126
0.88303,0.225,0.625,-0.7123825800000001,-0.227462508
0.888155,0.215,-0.625,-0.7061336100000001,-0.23371147800000003
0.893125,0.21,-1.125,-0.703634022,-0.23746086000000002
0.898035,0.2,-1.75,-0.7023842280000001,-0.23996044800000002
0.903035,0.19,-2.25,-0.703634022,-0.24121024200000002
0.908145,0.17500000000000002,-2.25,-0.7073834040000001,-0.23871065400000002
0.91303,0.165,-2.25,-0.713632374,-0.23246168400000003
0.918035,0.16,-1.75,-0.7173817560000001,-0.223713126
0.923025,0.15,-1.75,-0.7211311380000001,-0.214964568
0.92815,0.13,-2.875,-0.723630726,-0.20496621600000003
0.93304,0.115,-3.375,-0.723630726,-0.19371807000000002
0.938035,0.095,-3.375,-0.723630726,-0.18871889400000003
0.94303,0.075,-4.0,-0.723630726,-0.183719718
0.94815,0.07,-2.875,-0.723630726,-0.182469924
0.953025,0.075,0.0,-0.723630726,-0.183719718
0.958035,0.085,1.75,-0.7223809320000001,-0.18871889400000003
0.963035,0.11,3.375,-0.7223809320000001,-0.19371807000000002
0.96815,0.125,4.0,-0.7211311380000001,-0.20121683400000004
0.97303,0.145,3.375,-0.719881344,-0.20746580400000003
0.978035,0.165,4.0,-0.7161319620000001,-0.21246498000000003
0.983025,0.17500000000000002,3.375,-0.713632374,-0.214964568
0.98815,0.185,1.75,-0.7111327860000001,-0.21746415600000005
0.993035,0.185,0.625,-0.7061336100000001,-0.21746415600000005
0.998035,0.17,-1.125,-0.703634022,-0.21621436200000005
1.003035,0.155,-2.875,-0.6998846400000001,-0.21246498000000003
1.00815,0.135,-3.375,-0.698634846,-0.20746580400000003
1.01303,0.125,-2.875,-0.6998846400000001,-0.20121683400000004
1.018035,0.125,-1.125,-0.704883816,-0.19621765800000002
1.02304,0.125,0.0,-0.708633198,-0.19121848200000002
1.02815,0.135,1.125,-0.714882168,-0.18996868800000002
1.03303,0.15,2.25,-0.7173817560000001,-0.19121848200000002
1.038035,0.17,3.375,-0.7211311380000001,-0.19746745200000002
1.04303,0.195,4.625,-0.723630726,-0.20621601000000003
1.04815,0.23,5.75,-0.723630726,-0.214964568
1.05315,0.255,6.25,-0.723630726,-0.22121353800000002
1.058035,0.28500000000000003,5.75,-0.72488052,-0.223713126
1.06303,0.295,4.0,-0.7273801080000001,-0.223713126
1.06815,0.28500000000000003,0.0,-0.73112949,-0.22121353800000002
1.07303,0.265,-3.375,-0.732379284,-0.21746415600000005
1.078035,0.225,-6.25,-0.732379284,-0.214964568
1.083155,0.17500000000000002,-8.625,-0.73112949,-0.21246498000000003
1.08815,0.13,-9.125,-0.729879696,-0.20996539200000003
1.09303,0.09,-8.625,-0.728629902,-0.20996539200000003
1.09813,0.065,-6.875,-0.72488052,-0.20996539200000003
1.10303,0.045,-4.625,-0.723630726,-0.20996539200000003
1.108155,0.045,-1.75,-0.7223809320000001,-0.20996539200000003
1.11304,0.065,1.75,-0.7211311380000001,-0.20996539200000003
1.118035,0.09,4.625,-0.719881344,-0.20996539200000003
1.12303,0.12,5.75,-0.7161319620000001,-0.20996539200000003
1.12815,0.15,5.75,-0.7123825800000001,-0.21246498000000003
1.13303,0.16,4.0,-0.7073834040000001,-0.213714774
1.138035,0.165,1.75,-0.7061336100000001,-0.214964568
1.14304,0.155,-0.625,-0.7061336100000001,-0.214964568
1.14815,0.145,-2.25,-0.7073834040000001,-0.214964568
1.153035,0.125,-2.875,-0.708633198,-0.21246498000000003
1.158035,0.11,-3.375,-0.708633198,-0.20871559800000003
1.163035,0.105,-2.25,-0.7073834040000001,-0.20746580400000003
1.168185,0.11,0.0,-0.7061336100000001,-0.20996539200000003
1.17304,0.13,2.875,-0.7023842280000001,-0.21621436200000005
1.17804,0.155,4.625,-0.698634846,-0.226212714
1.18303,0.165,3.375,-0.6973850520000001,-0.23496127200000003
1.18827,0.17,1.75,-0.6973850520000001,-0.24121024200000002
1.19303,0.17,0.625,-0.6961352580000001,-0.24121024200000002
1.19804,0.16,-1.125,-0.6961352580000001,-0.23496127200000003
1.20304,0.15,-2.25,-0.6961352580000001,-0.226212714
1.20815,0.13,-2.875,-0.698634846,-0.214964568
1.213045,0.12,-2.875,-0.703634022,-0.20496621600000003
1.21804,0.115,-1.75,-0.7073834040000001,-0.19746745200000002
1.22303,0.115,-0.625,-0.7111327860000001,-0.19746745200000002
1.228145,0.125,1.125,-0.708633198,-0.20246662800000004
1.23304,0.13,1.75,-0.7061336100000001,-0.21246498000000003
1.23804,0.135,1.125,-0.703634022,-0.21746415600000005
1.243035,0.145,1.125,-0.7023842280000001,-0.21871395000000005
1.24815,0.145,0.625,-0.6998846400000001,-0.21621436200000005
1.25303,0.145,0.0,-0.7023842280000001,-0.20996539200000003
1.25814,0.15,0.625,-0.7061336100000001,-0.20246662800000004
1.26304,0.15,0.625,-0.713632374,-0.19746745200000002
1.26819,0.15,0.0,-0.7211311380000001,-0.19371807000000002
1.273035,0.135,-1.125,-0.728629902,-0.19621765800000002
1.27804,0.125,-2.25,-0.7361286660000002,-0.20121683400000004
1.283035,0.12,-1.75,-0.7398780480000001,-0.21246498000000003
1.288145,0.115,-1.125,-0.7411278420000001,-0.223713126
1.293155,0.115,-0.625,-0.7411278420000001,-0.23371147800000003
1.29804,0.12,0.625,-0.7386282540000001,-0.24246003600000002
1.303125,0.125,1.125,-0.733629078,-0.24870900600000004
1.30815,0.13,1.125,-0.73112949,-0.24870900600000004
1.313035,0.145,1.75,-0.729879696,-0.24246003600000002
1.31804,0.15,1.75,-0.729879696,-0.23246168400000003
1.323045,0.16,1.75,-0.728629902,-0.21746415600000005
1.3282,0.165,1.75,-0.7273801080000001,-0.20496621600000003
1.333035,0.17,1.125,-0.7273801080000001,-0.19246827600000002
1.33804,0.17500000000000002,1.125,-0.7273801080000001,-0.18746910000000003
1.343035,0.17,0.0,-0.729879696,-0.18496951200000003
1.34815,0.16,-1.75,-0.733629078,-0.18746910000000003
1.353045,0.15,-2.25,-0.7373784600000002,-0.18871889400000003
1.35804,0.13,-2.875,-0.7386282540000001,-0.19121848200000002
1.363035,0.12,-2.875,-0.7361286660000002,-0.19371807000000002
1.368155,0.11,-2.25,-0.73112949,-0.19621765800000002
1.37307,0.11,-1.125,-0.7223809320000001,-0.19996704
1.378045,0.125,1.75,-0.7123825800000001,-0.20496621600000003
1.383045,0.155,4.625,-0.7023842280000001,-0.21246498000000003
1.38815,0.17500000000000002,5.125,-0.6923858760000001,-0.21746415600000005
1.39304,0.2,4.625,-0.6898862880000001,-0.222463332
1.398155,0.21,3.375,-0.6898862880000001,-0.223713126
1.403035,0.225,2.25,-0.6923858760000001,-0.22121353800000002
1.408145,0.23,1.75,-0.6961352580000001,-0.21871395000000005
1.413045,0.23500000000000001,1.125,-0.6961352580000001,-0.21621436200000005
1.418045,0.23500000000000001,0.625,-0.6923858760000001,-0.213714774
1.42304,0.225,-1.125,-0.6886364940000002,-0.213714774
1.42815,0.21,-2.25,-0.6823875240000001,-0.214964568
1.433035,0.195,-2.875,-0.6786381420000002,-0.21746415600000005
1.438045,0.185,-2.875,-0.6773883480000001,-0.22121353800000002
1.44304,0.17500000000000002,-1.75,-0.6811377300000001,-0.223713126
1.44815,0.185,0.0,-0.6886364940000002,-0.22496292
1.453035,0.185,0.625,-0.6998846400000001,-0.22496292
1.45804,0.17500000000000002,-0.625,-0.7111327860000001,-0.223713126
1.46314,0.165,-1.75,-0.7161319620000001,-0.222463332
1.46815,0.145,-3.375,-0.7173817560000001,-0.21871395000000005
1.473045,0.115,-5.125,-0.714882168,-0.213714774
1.478045,0.09,-5.125,-0.708633198,-0.20746580400000003
1.48304,0.08,-3.375,-0.7061336100000001,-0.20246662800000004
1.488145,0.08,-1.125,-0.7061336100000001,-0.19871724600000001
1.49304,0.09,1.125,-0.7111327860000001,-0.19871724600000001
1.498045,0.105,2.25,-0.7161319620000001,-0.20121683400000004
1.50316,0.11,1.75,-0.72488052,-0.20746580400000003
1.50826,0.105,0.0,-0.732379284,-0.214964568
1.51304,0.09,-1.75,-0.7373784600000002,-0.222463332
1.518045,0.075,-2.875,-0.7373784600000002,-0.226212714
1.52304,0.065,-2.875,-0.732379284,-0.227462508
1.52815,0.065,-1.125,-0.7273801080000001,-0.22496292
1.533045,0.075,1.125,-0.7223809320000001,-0.21871395000000005
1.53804,0.085,2.25,-0.719881344,-0.21621436200000005
1.54304,0.095,2.25,-0.7211311380000001,-0.213714774
1.54815,0.11,2.25,-0.7223809320000001,-0.213714774
1.55304,0.12,2.25,-0.723630726,-0.213714774
1.558045,0.125,1.75,-0.72488052,-0.20871559800000003
1.56305,0.13,1.125,-0.723630726,-0.20121683400000004
1.56815,0.13,0.625,-0.72488052,-0.19746745200000002
1.57304,0.12,-1.125,-0.7273801080000001,-0.19621765800000002
1.578045,0.11,-2.25,-0.728629902,-0.19996704
1.58304,0.11,-1.125,-0.728629902,-0.20871559800000003
1.58815,0.115,0.625,-0.7273801080000001,-0.21871395000000005
1.593045,0.13,2.25,-0.7211311380000001,-0.229962096
1.598045,0.15,3.375,-0.714882168,-0.23496127200000003
1.60304,0.165,3.375,-0.7111327860000001,-0.23496127200000003
1.60815,0.185,3.375,-0.7073834040000001,-0.23121189
1.61304,0.195,2.875,-0.7061336100000001,-0.22496292
1.618045,0.2,1.75,-0.704883816,-0.21871395000000005
1.62305,0.2,0.625,-0.704883816,-0.21746415600000005
1.62815,0.195,-0.625,-0.704883816,-0.21871395000000005
1.63304,0.19,-1.125,-0.7061336100000001,-0.223713126
1.638045,0.185,-1.125,-0.7061336100000001,-0.227462508
1.64304,0.19,0.0,-0.7073834040000001,-0.23371147800000003
1.64815,0.19,0.625,-0.7073834040000001,-0.23746086000000002
1.65305,0.185,-0.625,-0.7073834040000001,-0.23996044800000002
1.65805,0.165,-2.25,-0.708633198,-0.24246003600000002
1.663045,0.15,-3.375,-0.7123825800000001,-0.24246003600000002
1.668265,0.135,-2.875,-0.714882168,-0.24246003600000002
1.67304,0.13,-1.75,-0.7211311380000001,-0.24246003600000002
1.678045,0.145,0.625,-0.728629902,-0.24121024200000002
1.68305,0.16,2.875,-0.732379284,-0.23996044800000002
1.688195,0.17500000000000002,3.375,-0.7361286660000002,-0.23371147800000003
1.69304,0.19,2.875,-0.733629078,-0.226212714
1.698045,0.195,1.75,-0.729879696,-0.21621436200000005
1.70304,0.195,0.625,-0.7223809320000001,-0.20621601000000003
1.708145,0.19,-0.625,-0.7123825800000001,-0.19871724600000001
1.71315,0.17500000000000002,-1.75,-0.7023842280000001,-0.19621765800000002
1.71805,0.165,-2.25,-0.6923858760000001,-0.19621765800000002
1.723045,0.155,-2.25,-0.6898862880000001,-0.19746745200000002
1.728145,0.145,-2.25,-0.6911360820000001,-0.19871724600000001
1.73304,0.13,-2.25,-0.698634846,-0.20246662800000004
1.738045,0.13,-1.125,-0.7061336100000001,-0.20996539200000003
1.74305,0.15,1.75,-0.7111327860000001,-0.21871395000000005
1.748145,0.165,3.375,-0.7123825800000001,-0.229962096
1.75304,0.19,4.0,-0.7111327860000001,-0.23746086000000002
1.75805,0.21,4.625,-0.7111327860000001,-0.24121024200000002
1.76304,0.23,4.0,-0.7111327860000001,-0.24121024200000002
1.76815,0.23500000000000001,2.25,-0.7111327860000001,-0.23996044800000002
1.773055,0.23500000000000001,0.625,-0.708633198,-0.23871065400000002
1.778045,0.225,-1.125,-0.7073834040000001,-0.23496127200000003
1.783045,0.2,-3.375,-0.704883816,-0.23246168400000003
1.78815,0.16,-6.25,-0.703634022,-0.23121189
1.793045,0.12,-8.0,-0.7061336100000001,-0.229962096
1.79805,0.09,-6.875,-0.713632374,-0.229962096
1.80305,0.08,-4.0,-0.72488052,-0.227462508
1.80815,0.085,-0.625,-0.7373784600000002,-0.226212714
1.813045,0.095,1.75,-0.7448772240000001,-0.22496292
1.818155,0.11,2.25,-0.7461270180000001,-0.22121353800000002
1.823045,0.13,3.375,-0.7423776360000002,-0.21746415600000005
1.82815,0.15,4.0,-0.7361286660000002,-0.21746415600000005
1.833055,0.165,3.375,-0.728629902,-0.21746415600000005
1.838045,0.185,3.375,-0.723630726,-0.21871395000000005
1.843045,0.2,3.375,-0.7211311380000001,-0.22121353800000002
1.848145,0.215,3.375,-0.7223809320000001,-0.22121353800000002
1.853045,0.23500000000000001,3.375,-0.7273801080000001,-0.22121353800000002
1.85805,0.245,2.875,-0.732379284,-0.21746415600000005
1.863055,0.25,1.75,-0.7386282540000001,-0.214964568
1.86815,0.245,0.0,-0.7411278420000001,-0.20996539200000003
1.873145,0.225,-2.875,-0.7423776360000002,-0.20746580400000003
1.87805,0.195,-5.125,-0.7423776360000002,-0.20621601000000003
1.883045,0.165,-5.75,-0.7398780480000001,-0.20621601000000003
1.88815,0.135,-5.75,-0.7386282540000001,-0.20996539200000003
1.893055,0.12,-4.625,-0.733629078,-0.214964568
1.89805,0.115,-2.25,-0.729879696,-0.22121353800000002
1.903045,0.115,-0.625,-0.7273801080000001,-0.226212714
1.90815,0.12,0.625,-0.7223809320000001,-0.23246168400000003
1.91304,0.13,1.75,-0.7161319620000001,-0.23496127200000003
1.918125,0.13,1.125,-0.708633198,-0.23746086000000002
1.923155,0.12,-1.125,-0.703634022,-0.23496127200000003
1.928155,0.105,-2.875,-0.698634846,-0.23371147800000003
1.933045,0.08,-4.0,-0.698634846,-0.23121189
1.93805,0.055,-4.625,-0.7023842280000001,-0.229962096
1.943045,0.04,-4.0,-0.7061336100000001,-0.226212714
1.94815,0.03,-2.875,-0.708633198,-0.226212714
1.953055,0.025,-1.75,-0.7111327860000001,-0.22496292
1.95805,0.035,0.625,-0.7123825800000001,-0.223713126
1.963045,0.05,2.875,-0.714882168,-0.22121353800000002
1.96815,0.075,4.0,-0.7161319620000001,-0.21621436200000005
1.973045,0.105,5.125,-0.7173817560000001,-0.20996539200000003
1.97805,0.125,5.125,-0.7173817560000001,-0.20246662800000004
1.983055,0.135,3.375,-0.714882168,-0.19746745200000002
1.988185,0.135,1.125,-0.713632374,-0.19246827600000002
1.99305,0.135,0.0,-0.7111327860000001,-0.19246827600000002
1.99805,0.135,0.0,-0.7061336100000001,-0.19371807000000002
2.003045,0.13,-0.625,-0.7023842280000001,-0.19746745200000002
2.00815,0.135,0.0,-0.698634846,-0.20121683400000004
2.013055,0.145,1.125,-0.6973850520000001,-0.20621601000000003
2.01805,0.15,1.125,-0.698634846,-0.20996539200000003
2.02305,0.155,1.125,-0.703634022,-0.213714774
2.02827,0.165,1.75,-0.708633198,-0.214964568
2.033045,0.185,2.875,-0.714882168,-0.214964568
2.03805,0.195,2.875,-0.7211311380000001,-0.21621436200000005
2.043055,0.20500000000000002,2.25,-0.7273801080000001,-0.21746415600000005
2.048155,0.21,1.75,-0.732379284,-0.21746415600000005
2.05305,0.21,0.625,-0.7386282540000001,-0.21871395000000005
2.058055,0.20500000000000002,-0.625,-0.7411278420000001,-0.21871395000000005
2.063045,0.2,-1.125,-0.7411278420000001,-0.21746415600000005
2.068155,0.19,-1.75,-0.7386282540000001,-0.213714774
2.073055,0.17500000000000002,-2.25,-0.733629078,-0.20746580400000003
2.078145,0.17,-1.75,-0.729879696,-0.20121683400000004
2.08305,0.165,-1.125,-0.7223809320000001,-0.19746745200000002
2.08815,0.155,-1.75,-0.7161319620000001,-0.19621765800000002
2.093045,0.145,-2.25,-0.7111327860000001,-0.19746745200000002
2.09805,0.125,-2.875,-0.7061336100000001,-0.20246662800000004
2.103055,0.12,-2.25,-0.7073834040000001,-0.20871559800000003
2.108195,0.115,-1.125,-0.7111327860000001,-0.20996539200000003
2.11305,0.115,-0.625,-0.714882168,-0.20746580400000003
2.11805,0.12,0.625,-0.7173817560000001,-0.19871724600000001
2.123125,0.125,1.125,-0.719881344,-0.18871889400000003
2.128155,0.13,1.125,-0.719881344,-0.179970336
2.13316,0.135,1.125,-0.719881344,-0.17497116000000001
2.13805,0.145,1.125,-0.7173817560000001,-0.177470748
2.14305,0.15,1.125,-0.7161319620000001,-0.18496951200000003
2.148195,0.15,0.625,-0.714882168,-0.19621765800000002
2.153045,0.145,-0.625,-0.7123825800000001,-0.20746580400000003
2.158055,0.135,-1.125,-0.708633198,-0.21746415600000005
2.16306,0.125,-1.75,-0.704883816,-0.22496292
2.16815,0.11,-2.875,-0.703634022,-0.227462508
2.17305,0.09,-3.375,-0.703634022,-0.226212714
2.178055,0.08,-2.875,-0.7023842280000001,-0.22496292
2.18305,0.075,-1.75,-0.698634846,-0.223713126
2.188145,0.085,0.625,-0.6948854640000001,-0.223713126
2.19306,0.105,2.875,-0.6898862880000001,-0.226212714
2.198055,0.12,3.375,-0.6873867000000001,-0.229962096
2.20305,0.125,2.25,-0.6886364940000002,-0.23121189
2.20815,0.13,1.125,-0.6911360820000001,-0.23121189
2.213065,0.135,1.125,-0.6961352580000001,-0.23121189
2.218055,0.135,0.625,-0.6998846400000001,-0.227462508
2.22306,0.135,0.0,-0.703634022,-0.223713126
2.22815,0.125,-1.125,-0.704883816,-0.21746415600000005
2.23305,0.12,-1.75,-0.7061336100000001,-0.213714774
2.23816,0.115,-1.125,-0.708633198,-0.21246498000000003
2.24305,0.115,-0.625,-0.714882168,-0.214964568
2.248155,0.115,0.0,-0.7211311380000001,-0.21746415600000005
2.25306,0.12,0.625,-0.728629902,-0.222463332
2.258055,0.125,1.125,-0.732379284,-0.22496292
2.26305,0.145,2.25,-0.732379284,-0.226212714
2.26815,0.16,3.375,-0.729879696,-0.22496292
2.27305,0.17500000000000002,3.375,-0.7273801080000001,-0.22121353800000002
2.278055,0.195,3.375,-0.72488052,-0.21621436200000005
2.28314,0.2,2.25,-0.7273801080000001,-0.21246498000000003
2.28815,0.20500000000000002,1.125,-0.73112949,-0.20871559800000003
2.29305,0.195,-0.625,-0.7361286660000002,-0.20621601000000003
2.298055,0.185,-2.25,-0.7386282540000001,-0.20621601000000003
2.30305,0.17,-2.25,-0.7373784600000002,-0.20621601000000003
2.30815,0.16,-2.25,-0.732379284,-0.20621601000000003
2.313065,0.16,-1.125,-0.7273801080000001,-0.20621601000000003
2.318055,0.16,0.0,-0.719881344,-0.20496621600000003
2.323145,0.165,0.625,-0.714882168,-0.20121683400000004
2.328265,0.17,1.125,-0.7111327860000001,-0.19996704
2.33305,0.165,0.0,-0.708633198,-0.19746745200000002
2.338055,0.16,-1.125,-0.708633198,-0.19621765800000002
2.34315,0.15,-1.75,-0.708633198,-0.19371807000000002
2.34815,0.135,-2.25,-0.708633198,-0.19746745200000002
2.353075,0.125,-2.25,-0.7061336100000001,-0.20246662800000004
2.35806,0.115,-2.25,-0.7023842280000001,-0.20871559800000003
2.363055,0.12,-0.625,-0.6973850520000001,-0.21621436200000005
2.36815,0.13,1.75,-0.6948854640000001,-0.223713126
2.37306,0.145,2.25,-0.6973850520000001,-0.23121189
2.37806,0.155,2.25,-0.7023842280000001,-0.23871065400000002
2.38312,0.16,1.75,-0.7111327860000001,-0.24246003600000002
